Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
Rio de Janeiro;Santos;3-BRSA-496-RJS;3RJS646;AnC_TUPI;Petrobras;486100038862000;2023/03;23,1027;0,0000;23,1027;1,1633;0,0000;1,1633;17,33500;21,3549;FPSO CIDADE DE ANGRA DOS REIS;UEP;549;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-28D-RJS;7LL28DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;120,6361;0,0000;120,6361;4,1172;0,0000;4,1172;61,35800;6,7514;FPSO CIDADE DE PARATY;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-84D-RJS;7LL84DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;131,7202;0,0000;131,7202;4,7987;0,0000;4,7987;71,51500;4,4921;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-90D-RJS;7LL90RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;88,4126;0,0000;88,4126;3,3239;0,0000;3,3239;49,53500;7,4808;Petrobras 66 (P-66);UEP;666;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-80DB-RJS;7LL80DBRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;125,9052;0,0000;125,9052;5,2922;0,0000;5,2922;78,86900;4,2042;FPSO CIDADE DE SAQUAREMA;UEP;671;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-66-RJS;7LL66RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;124,3928;0,0000;124,3928;4,3392;0,0000;4,3392;64,66700;1,9101;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-115-RJS;7LL115RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;118,3478;0,0000;118,3478;4,1840;0,0000;4,1840;62,35300;0,1047;Petrobras 67 (P-67);UEP;642;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;9-BRSA-908D-RJS;9RJS686D;AnC_TUPI;Petrobras;486100038862000;2023/03;15,7233;0,0000;15,7233;0,9206;0,0000;0,9206;13,71900;11,3890;FPSO CIDADE DE ANGRA DOS REIS;UEP;543;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-15D-RJS;7LL15DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;147,7030;0,0000;147,7030;5,5005;0,0000;5,5005;81,97300;9,2608;FPSO CIDADE DE PARATY;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;8-LL-81D-RJS;8LL81DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;59,3362;0,0000;59,3362;2,5353;0,0000;2,5353;37,78300;23,5488;FPSO CIDADE DE SAQUAREMA;UEP;678;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-79D-RJS;7LL79DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;36,2541;0,0000;36,2541;1,1825;0,0000;1,1825;17,62100;37,7052;FPSO CIDADE DE ANGRA DOS REIS;UEP;537;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-97-RJS;7LL97RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;51,2555;0,0000;51,2555;2,1836;0,0000;2,1836;32,54200;36,3663;Petrobras 66 (P-66);UEP;660;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-70-RJS;7LL70RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;49,3438;0,0000;49,3438;7,4219;0,0000;7,4219;110,60800;0,2086;Petrobras 69;UEP;681;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-113D-RJS;7LL113DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;118,7853;0,0000;118,7853;3,7158;0,0000;3,7158;55,37600;0,1049;Petrobras 67 (P-67);UEP;625;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;3-BRSA-883-RJS;3RJS680;AnC_TUPI;Petrobras;486100038862000;2023/03;22,6488;0,0000;22,6488;2,3130;0,0000;2,3130;34,47000;2,3305;Petrobras 66 (P-66);UEP;252;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-SLL-8D-RJS;7SLL8DRJS;AnC_TUPI;Petrobras;48610012913201005;2023/03;46,4446;0,0000;46,4446;2,2694;0,0000;2,2694;33,82000;1,2436;Petrobras 69;UEP;636;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;3-BRSA-854-RJS;3RJS678;AnC_TUPI;Petrobras;486100038862000;2023/03;105,7325;0,0000;105,7325;3,7451;0,0000;3,7451;55,81300;0,0306;Petrobras 69;UEP;681;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-68-RJS;7LL68RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;111,9931;0,0000;111,9931;3,5772;0,0000;3,5772;53,31100;0,0992;Petrobras 67 (P-67);UEP;664;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-SLL-3-RJS;7SLL3RJS;AnC_TUPI;Petrobras;48610012913201005;2023/03;37,1557;0,0000;37,1557;4,1747;0,0000;4,1747;62,21400;0,0377;Petrobras 69;UEP;680;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-60D-RJS;7LL60DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;40,6082;0,0000;40,6082;2,5568;0,0000;2,5568;38,10300;16,5852;Petrobras 66 (P-66);UEP;340;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-69-RJS;7LL69RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;100,9241;0,0000;100,9241;3,4043;0,0000;3,4043;50,73300;9,9829;Petrobras 66 (P-66);UEP;683;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-BUZ-29D-RJS;7BUZ29DRJS;TAMBUATÁ;Petrobras;48610012913201005;2023/03;167,3016;0,0000;167,3016;9,7185;0,0000;9,7185;45,38600;0,0166;Petrobras 75 (P-75);UEP;513;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;63,73;10,53;6,65;1;2,03;0,41;0,53;0,29;0,17;0,05;0,02;0,01;0;0,12;0,98;13,48;2,01938;530,36776;34968,0252;09/05/2023
Rio de Janeiro;Santos;7-BUZ-12-RJS;7BUZ12RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/03;83,6350;0,0000;83,6350;3,4575;0,0000;3,4575;16,14600;0,0166;Petrobras 77;UEP;166;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;63,73;10,53;6,65;1;2,03;0,41;0,53;0,29;0,17;0,05;0,02;0,01;0;0,12;0,98;13,48;2,01938;530,36776;34968,0252;09/05/2023
Rio de Janeiro;Santos;7-BUZ-23-RJS;7BUZ23RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/03;290,5553;0,0000;290,5553;14,1570;0,0000;14,1570;66,11400;0,0000;Petrobras 75 (P-75);UEP;535;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;63,73;10,53;6,65;1;2,03;0,41;0,53;0,29;0,17;0,05;0,02;0,01;0;0,12;0,98;13,48;2,01938;530,36776;34968,0252;09/05/2023
Rio de Janeiro;Santos;7-BUZ-10-RJS;7BUZ10RJS;TAMBUATÁ;Petrobras;48610012913201005;2023/03;304,6407;0,0000;304,6407;13,6415;0,0000;13,6415;63,70700;0,0000;Petrobras 75 (P-75);UEP;542;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;63,73;10,53;6,65;1;2,03;0,41;0,53;0,29;0,17;0,05;0,02;0,01;0;0,12;0,98;13,48;2,01938;530,36776;34968,0252;09/05/2023
Rio de Janeiro;Santos;7-BUZ-31D-RJS;7BUZ31DRJS;TAMBUATÁ;Petrobras;48610012913201005;2023/03;186,7769;0,0000;186,7769;10,1921;0,0000;10,1921;47,59800;0,0140;Petrobras 76;UEP;523;2023/02;Búzios;28,7;< 270ºC;32.1%;270ºC a 458ºC;27.3%;> 458ºC;40.6%;63,73;10,53;6,65;1;2,03;0,41;0,53;0,29;0,17;0,05;0,02;0,01;0;0,12;0,98;13,48;2,01938;530,36776;34968,0252;09/05/2023
Rio de Janeiro;Santos;7-LL-119D-RJS;7LL119DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;125,6633;0,0000;125,6633;8,0317;0,0000;8,0317;119,69600;0,7513;FPSO CIDADE DE PARATY;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-11-RJS;7LL11RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;31,9644;0,0000;31,9644;1,9175;0,0000;1,9175;28,57600;64,3127;FPSO CIDADE DE PARATY;UEP;683;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;8-LL-87D-RJS;8LL87DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;139,0180;0,0000;139,0180;5,2071;0,0000;5,2071;77,60100;5,9396;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-105-RJS;7LL105RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;116,2268;0,0000;116,2268;4,6622;0,0000;4,6622;69,48000;0,0000;Petrobras 66 (P-66);UEP;658;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-SLL-5-RJS;7SLL5RJS;AnC_TUPI;Petrobras;48610012913201005;2023/03;132,2333;0,0000;132,2333;6,1514;0,0000;6,1514;91,67300;0,0000;Petrobras 69;UEP;681;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-85-RJS;7LL85RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;15,5933;0,0000;15,5933;1,2100;0,0000;1,2100;18,03200;16,6207;FPSO CIDADE DE SAQUAREMA;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;9-LL-7-RJS;9LL7RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;102,9311;0,0000;102,9311;4,5339;0,0000;4,5339;67,56800;3,3584;FPSO CIDADE DE SAQUAREMA;UEP;662;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;9-LL-12D-RJS;9LL12DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;150,8528;0,0000;150,8528;6,3126;0,0000;6,3126;94,07600;0,1510;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-59-RJS;7LL59RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;104,7828;0,0000;104,7828;4,6887;0,0000;4,6887;69,87600;14,0230;FPSO CIDADE DE SAQUAREMA;UEP;676;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-91-RJS;7LL91RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;115,3588;0,0000;115,3588;4,1129;0,0000;4,1129;61,29300;0,1128;FPSO CIDADE DE SAQUAREMA;UEP;665;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;4-BRSA-1047-RJS;4RJS698;AnC_TUPI;Petrobras;48610012913201005;2023/03;99,8140;0,0000;99,8140;3,2021;0,0000;3,2021;47,72000;2,3822;Petrobras 69;UEP;681;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-48D-RJS;7LL48DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;123,4266;0,0000;123,4266;4,6473;0,0000;4,6473;69,25700;7,5115;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-102D-RJS;7LL102DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;35,1842;0,0000;35,1842;3,4068;0,0000;3,4068;50,77100;1,2300;Petrobras 66 (P-66);UEP;306;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-95D-RJS;7LL95DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;78,8196;0,0000;78,8196;2,6322;0,0000;2,6322;39,22600;8,7465;FPSO CIDADE DE ANGRA DOS REIS;UEP;550;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-110D-RJS;7LL110DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;75,6335;0,0000;75,6335;4,5686;0,0000;4,5686;68,08500;0,0666;Petrobras 67 (P-67);UEP;616;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-SLL-2-RJS;7SLL2RJS;AnC_TUPI;Petrobras;48610012913201005;2023/03;137,7696;0,0000;137,7696;4,6913;0,0000;4,6913;69,91300;0,5608;Petrobras 69;UEP;681;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-100-RJS;7LL100RJS;AnC_TUPI;Petrobras;486100038862000;2023/03;92,6623;0,0000;92,6623;4,1586;0,0000;4,1586;61,97500;0,0000;Petrobras 66 (P-66);UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-34D-RJS;7LL34DRJS;AnC_TUPI;Petrobras;486100038862000;2023/03;80,8009;0,0000;80,8009;3,0663;0,0000;3,0663;45,69700;0,0000;Petrobras 67 (P-67);UEP;645;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Espírito Santo;Campos;7-BAZ-9HA-ESS;7BAZ9HAESS;JUBARTE;Petrobras;480000035609749;2023/03;3.004,3083;0,0000;3.004,3083;102,6901;0,0000;102,6901;3.180,17000;22,0200;FPSO CIDADE DE ANCHIETA;UEP;734;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;6-BRSA-1222A-ESS;6JUB48AESS;JUBARTE;Petrobras;480000035609749;2023/03;8.269,5691;0,0000;8.269,5691;256,8149;0,0000;256,8149;7.953,20200;6.739,9161;PETROBRAS 58;UEP;728;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-57DPA-ESS;7JUB57DPAESS;JUBARTE;Petrobras;480000035609749;2023/03;8.873,8449;0,0000;8.873,8449;280,0560;0,0000;280,0560;8.672,94700;12.657,4300;PETROBRAS 58;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Rio de Janeiro;Santos;7-LL-70-RJS;7LL70RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;658,6626;0,0000;658,6626;99,0710;0,0000;99,0710;1.476,44700;2,7858;Petrobras 69;UEP;681;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-90D-RJS;7LL90RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.180,1731;0,0000;1.180,1731;44,3682;0,0000;44,3682;661,21500;99,8560;Petrobras 66 (P-66);UEP;666;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-85-RJS;7LL85RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;208,1462;0,0000;208,1462;16,1512;0,0000;16,1512;240,70000;221,8601;FPSO CIDADE DE SAQUAREMA;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-69-RJS;7LL69RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.347,1803;0,0000;1.347,1803;45,4418;0,0000;45,4418;677,21500;133,2575;Petrobras 66 (P-66);UEP;683;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
