Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;7-RO-8-RJS;7RO  0008  RJS;RONCADOR;Petrobras;480000039019768;2023/03;6.700,1241;0,0000;6.700,1241;129,9954;0,0000;129,9954;4.023,41000;5.607,0607;PETROBRAS 52;UEP;740;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-112HA-RJS;7RO112HARJS;RONCADOR;Petrobras;480000039019768;2023/03;870,4689;0,0000;870,4689;16,9820;0,0000;16,9820;525,59800;156,9644;PETROBRAS 55;UEP;648;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-34D-RJS;7RO34DRJS;RONCADOR;Petrobras;480000039019768;2023/03;1.470,6136;0,0000;1.470,6136;23,2799;0,0000;23,2799;720,52100;1.265,0474;PETROBRAS 52;UEP;735;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;6-BRSA-963DA-RJS;6RO103DARJS;RONCADOR;Petrobras;480000039019768;2023/03;2.832,8898;0,0000;2.832,8898;45,6259;0,0000;45,6259;1.412,14100;629,4698;PETROBRAS 52;UEP;737;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-174H-RJS;7RO174HRJS;RONCADOR;Petrobras;480000039019768;2023/03;3.923,3755;0,0000;3.923,3755;57,0309;0,0000;57,0309;1.765,13100;4.515,8931;PETROBRAS 62;UEP;488;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;3-BRSA-1314D-RJS;3RO79DRJS;RONCADOR;Petrobras;480000039019768;2023/03;845,9565;0,0000;845,9565;18,4396;0,0000;18,4396;570,71300;4.049,8407;PETROBRAS 62;UEP;484;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-176H-RJS;7-RO-176H-RJS;RONCADOR;Petrobras;480000039019768;2023/03;13.220,9438;0,0000;13.220,9438;177,7255;0,0000;177,7255;5.500,67600;1.736,0996;PETROBRAS 55;UEP;744;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-156D-RJS;7RO156DRJS;RONCADOR;Petrobras;480000039019768;2023/03;229,2946;0,0000;229,2946;3,5801;0,0000;3,5801;110,80500;203,2085;PETROBRAS 62;UEP;359;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-173H-RJS;7RO173HRJS;RONCADOR;Petrobras;480000039019768;2023/03;1.737,2275;0,0000;1.737,2275;23,3646;0,0000;23,3646;723,14400;79,3768;PETROBRAS 62;UEP;721;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Santos;9-LL-12D-RJS;9LL12DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;2.013,6512;0,0000;2.013,6512;84,2637;0,0000;84,2637;1.255,77500;2,0144;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;9-LL-19-RJS;9LL19RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.226,9674;0,0000;1.226,9674;48,2678;0,0000;48,2678;719,33200;22,6650;Petrobras 67 (P-67);UEP;668;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-67D-RJS;7LL67DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;518,7501;0,0000;518,7501;51,7614;0,0000;51,7614;771,39600;0,4604;Petrobras 67 (P-67);UEP;566;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-102D-RJS;7LL102DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;469,6548;0,0000;469,6548;45,4761;0,0000;45,4761;677,72700;16,4192;Petrobras 66 (P-66);UEP;306;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-28D-RJS;7LL28DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.610,3084;0,0000;1.610,3084;54,9587;0,0000;54,9587;819,04500;90,1224;FPSO CIDADE DE PARATY;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-59-RJS;7LL59RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.398,6880;0,0000;1.398,6880;62,5875;0,0000;62,5875;932,73700;187,1852;FPSO CIDADE DE SAQUAREMA;UEP;676;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Campos;7-RO-133HP-RJS;7RO133HPRJS;RONCADOR;Petrobras;480000039019768;2023/03;2.236,0128;0,0000;2.236,0128;65,5261;0,0000;65,5261;2.028,05800;2.778,6725;PETROBRAS 55;UEP;724;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-168D-RJS;7RO168DRJS;RONCADOR;Petrobras;480000039019768;2023/03;4.225,7417;0,0000;4.225,7417;60,4035;0,0000;60,4035;1.869,51300;169,2777;PETROBRAS 55;UEP;716;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;7-RO-19HA-RJS;7RO19HARJS;RONCADOR;Petrobras;480000039019768;2023/03;2.666,1857;0,0000;2.666,1857;39,0024;0,0000;39,0024;1.207,14100;2.055,7363;PETROBRAS 52;UEP;737;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Campos;9-RO-82B-RJS;9RO82BRJS;RONCADOR;Petrobras;480000039019768;2023/03;2.095,7347;0,0000;2.095,7347;30,9288;0,0000;30,9288;957,25800;641,5223;PETROBRAS 62;UEP;681;2022/10;Roncador;23,4;< 290ºC;30.18%;290ºC a 380ºC;15.3%;> 380ºC;54.52%;83,23526;6,6451;4,24706;0,75251;1,51584;0,35485;0,43859;0,28613;0,1949;0,085;0,03434;0,01222;0;0;0,60413;1,59407;2,04056;532,90046;38903,6964;09/05/2023
Rio de Janeiro;Santos;8-LL-87D-RJS;8LL87DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.855,6780;0,0000;1.855,6780;69,5073;0,0000;69,5073;1.035,86200;79,2853;FPSO CIDADE DE MARICÁ;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;3-BRSA-854-RJS;3RJS678;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.411,3648;0,0000;1.411,3648;49,9918;0,0000;49,9918;745,02400;0,4086;Petrobras 69;UEP;681;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-22D-RJS;7LL22DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.538,0992;0,0000;1.538,0992;58,4155;0,0000;58,4155;870,56100;9,2842;FPSO CIDADE DE PARATY;UEP;683;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-15D-RJS;7LL15DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.971,6075;0,0000;1.971,6075;73,4235;0,0000;73,4235;1.094,22400;123,6177;FPSO CIDADE DE PARATY;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-91-RJS;7LL91RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.539,8613;0,0000;1.539,8613;54,9004;0,0000;54,9004;818,17600;1,5059;FPSO CIDADE DE SAQUAREMA;UEP;665;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-115-RJS;7LL115RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.579,7596;0,0000;1.579,7596;55,8499;0,0000;55,8499;832,32700;1,3967;Petrobras 67 (P-67);UEP;642;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;3-BRSA-496-RJS;3RJS646;SUL DE TUPI;Petrobras;486100038862000;2023/03;308,3867;0,0000;308,3867;15,5279;0,0000;15,5279;231,41100;285,0546;FPSO CIDADE DE ANGRA DOS REIS;UEP;549;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-119D-RJS;7LL119DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.677,4095;0,0000;1.677,4095;107,2105;0,0000;107,2105;1.597,74900;10,0280;FPSO CIDADE DE PARATY;UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-100-RJS;7LL100RJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.236,8986;0,0000;1.236,8986;55,5111;0,0000;55,5111;827,27800;0,0000;Petrobras 66 (P-66);UEP;685;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-SLL-3-RJS;7SLL3RJS;SUL DE TUPI;Petrobras;48610012913201005;2023/03;495,9732;0,0000;495,9732;55,7255;0,0000;55,7255;830,47300;0,5032;Petrobras 69;UEP;680;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Rio de Janeiro;Santos;7-LL-95D-RJS;7LL95DRJS;SUL DE TUPI;Petrobras;486100038862000;2023/03;1.052,1201;0,0000;1.052,1201;35,1352;0,0000;35,1352;523,61700;116,7513;FPSO CIDADE DE ANGRA DOS REIS;UEP;550;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Espírito Santo;Campos;7-BFR-7-ESS;7BFR7ESS;JUBARTE;Petrobras;480000035609749;2023/03;4.711,9531;0,0000;4.711,9531;181,8953;0,0000;181,8953;5.633,04500;1.638,5312;PETROBRAS 58;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-BFR-10HP-ESS;7BFR10HPESS;JUBARTE;Petrobras;480000035609749;2023/03;397,4131;0,0000;397,4131;19,9925;0,0000;19,9925;619,14000;486,2843;PETROBRAS 58;UEP;68;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-BAZ-3-ESS;7BAZ3ESS;JUBARTE;Petrobras;480000035609749;2023/03;3.142,6078;0,0000;3.142,6078;85,4291;0,0000;85,4291;2.645,62000;1.363,9556;FPSO CIDADE DE ANCHIETA;UEP;739;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;6-BRSA-639-ESS;6BFR1ESS;JUBARTE;Petrobras;480000035609749;2023/03;652,6106;0,0000;652,6106;30,0020;0,0000;30,0020;929,12000;7.496,1280;PETROBRAS 58;UEP;740;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-6HB-ESS;7JUB6HBESS;JUBARTE;Petrobras;480000035609749;2023/03;1.183,4835;0,0000;1.183,4835;10,4102;0,0000;10,4102;322,38800;2.013,2178;PETROBRAS 57;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-16HP-ESS;7JUB16HPESS;JUBARTE;Petrobras;480000035609749;2023/03;3.725,9246;0,0000;3.725,9246;29,8475;0,0000;29,8475;924,33400;16.127,1207;PETROBRAS 57;UEP;739;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Rio de Janeiro;Santos;9-BRSA-908D-RJS;9RJS686D;SUL DE TUPI;Petrobras;486100038862000;2023/03;209,8826;0,0000;209,8826;12,2890;0,0000;12,2890;183,14200;152,0267;FPSO CIDADE DE ANGRA DOS REIS;UEP;543;2023/02;Área de Sul de Tupi;30,2;< 270ºC;34.8%;270ºC a 458ºC;25.29%;> 458ºC;39.91%;71,809;11,429;6,953;1,006;1,746;0,293;0,325;0,126;0,055;0,03;0,015;0,003;0;0,06;0,879;5,271;2,00144;528,22646;38798,0539;09/05/2023
Espírito Santo;Campos;8-JUB-59D-ESS;8JUB59DESS;JUBARTE;Petrobras;480000035609749;2023/03;8.560,6842;0,0000;8.560,6842;275,2089;0,0000;275,2089;8.522,83800;4.454,1588;PETROBRAS 58;UEP;743;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-58DPA-ESS;7JUB58DPAESS;JUBARTE;Petrobras;480000035609749;2023/03;4.313,0150;0,0000;4.313,0150;157,2475;0,0000;157,2475;4.869,73800;3.442,8016;PETROBRAS 58;UEP;741;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-19H-ESS;7JUB19HESS;JUBARTE;Petrobras;480000035609749;2023/03;1.743,7873;0,0000;1.743,7873;15,6572;0,0000;15,6572;484,88000;14.597,8183;PETROBRAS 57;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;8-JUB-39-ESS;8JUB39ESS;JUBARTE;Petrobras;480000035609749;2023/03;2.554,3320;0,0000;2.554,3320;104,1075;0,0000;104,1075;3.224,06500;1.383,6746;PETROBRAS 58;UEP;739;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-13HP-ESS;7JUB13HPESS;JUBARTE;Petrobras;480000035609749;2023/03;3.233,5576;0,0000;3.233,5576;26,4678;0,0000;26,4678;819,67200;23.525,0747;PETROBRAS 57;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;6-BRSA-631DB-ESS;6BAZ1DBESS;JUBARTE;Petrobras;480000035609749;2023/03;3.287,6295;0,0000;3.287,6295;138,1475;0,0000;138,1475;4.278,23600;3.222,5612;FPSO CIDADE DE ANCHIETA;UEP;739;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-54HA-ESS;7JUB54HAESS;JUBARTE;Petrobras;480000035609749;2023/03;3.016,2800;0,0000;3.016,2800;28,5945;0,0000;28,5945;885,53000;20.441,4252;PETROBRAS 57;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-4HP-ESS;7JUB4HPESS;JUBARTE;Petrobras;480000035609749;2023/03;2.516,5217;0,0000;2.516,5217;19,6055;0,0000;19,6055;607,15400;11.686,6954;PETROBRAS 57;UEP;706;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-51H-ESS;7JUB51HESS;JUBARTE;Petrobras;480000035609749;2023/03;2.178,5508;0,0000;2.178,5508;21,5969;0,0000;21,5969;668,82600;23.283,2963;PETROBRAS 57;UEP;739;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-BFR-13H-ESS;7BFR13HESS;JUBARTE;Petrobras;480000035609749;2023/03;2.460,8829;0,0000;2.460,8829;99,0770;0,0000;99,0770;3.068,27700;4.599,3010;PETROBRAS 58;UEP;742;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-BAZ-8-ESS;7BAZ8ESS;JUBARTE;Petrobras;480000035609749;2023/03;2.840,0300;0,0000;2.840,0300;83,7278;0,0000;83,7278;2.592,93500;1.929,0482;PETROBRAS 58;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-27HP-ESS;7JUB27HPESS;JUBARTE;Petrobras;480000035609749;2023/03;3.574,9986;0,0000;3.574,9986;29,0896;0,0000;29,0896;900,86300;25.974,2592;PETROBRAS 57;UEP;744;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
Espírito Santo;Campos;7-JUB-34H-ESS;7JUB34HESS;JUBARTE;Petrobras;480000035609749;2023/03;8.814,3180;0,0000;8.814,3180;385,0311;0,0000;385,0311;11.923,87900;9.181,2529;FPSO CIDADE DE ANCHIETA;UEP;730;2022/12;Parque das Baleias;24;< 290ºC;28.22%;290ºC a 380ºC;14.74%;> 380ºC;57.04%;81,017;8,63;5,034;0,961;1,799;0,454;0,559;0,303;0,155;0,1;0,055;0,026;0;0,006;0,715;0,186;2,04402;533,31601;40091,4179;09/05/2023
